"TOA5","Tower3","CR1000","67786","CR1000.Std.27.04","CPU:106330-3.CR1","38136","SixHr"
"TIMESTAMP","RECORD","MaxAT","MinAT","TotPrec"
"TS","RN","Deg_C","Deg_C",""
"","","Max","Min","Tot"
"2015-02-19 18:00:00",0,22.8,21.2,0
"2015-02-19 24:00:00",1,21.7,8.1,0
"2015-02-20 06:00:00",2,10.6,4.5,0
"2015-02-20 12:00:00",3,14.9,1,0
"2015-02-20 18:00:00",4,22.7,14.9,0
"2015-02-20 24:00:00",5,19.7,14.9,0
"2015-02-21 06:00:00",6,17.4,12.9,0
"2015-02-21 12:00:00",7,18.9,9,0
"2015-02-21 18:00:00",8,21.3,18.5,0
"2015-02-21 24:00:00",9,20.4,17,0
"2015-02-22 06:00:00",10,18.3,15,0
"2015-02-22 12:00:00",11,16.4,13.2,0
"2015-02-22 18:00:00",12,17,11.5,0
"2015-02-22 24:00:00",13,11.5,3.8,0
"2015-02-23 06:00:00",14,4,-0.8,0
"2015-02-23 12:00:00",15,-0.6,-1.6,0
"2015-02-23 18:00:00",16,4.2,-0.6,0
"2015-02-23 24:00:00",17,2.7,-0.8,0
"2015-02-24 06:00:00",18,0.5,-4.7,0
"2015-02-24 12:00:00",19,5.1,-5.9,0
"2015-02-24 18:00:00",20,15.6,4.8,0
"2015-02-24 24:00:00",21,11.6,3,0.15
"2015-02-25 06:00:00",22,3.7,-0.5,0
"2015-02-25 12:00:00",23,9.1,-1.9,0
"2015-02-25 18:00:00",24,18.4,8.8,0
"2015-02-25 24:00:00",25,15.4,5.2,0
"2015-02-26 06:00:00",26,7.1,0.6,0
"2015-02-26 12:00:00",27,9.1,-1.6,0
"2015-02-26 18:00:00",28,11.6,7.9,0
"2015-02-26 24:00:00",29,7.9,1.9,0
"2015-02-27 06:00:00",30,1.9,-0.2,0
"2015-02-27 12:00:00",31,2.6,-0.1,0
"2015-02-27 18:00:00",32,6.1,2.5,0
"2015-02-27 24:00:00",33,5.4,-1.8,0
"2015-02-28 06:00:00",34,-1.8,-5.3,0
"2015-02-28 12:00:00",35,3.7,-6.4,0
"2015-02-28 18:00:00",36,15.3,2.8,0
"2015-02-28 24:00:00",37,15.4,5.8,0
"2015-03-01 06:00:00",38,10.5,6,0
"2015-03-01 12:00:00",39,17.8,4.5,0
"2015-03-01 18:00:00",40,22,17.5,0
"2015-03-01 24:00:00",41,21.3,13.4,0
"2015-03-02 06:00:00",42,14,10.1,0
"2015-03-02 12:00:00",43,13.2,6.9,0
"2015-03-02 18:00:00",44,16.4,12.8,0.05
"2015-03-02 24:00:00",45,14.3,12.4,0.075
"2015-03-03 06:00:00",46,14.8,10.6,0
"2015-03-03 12:00:00",47,11.3,9.8,0.35
"2015-03-03 18:00:00",48,14.6,11.1,0
"2015-03-03 24:00:00",49,13.9,8.8,0
"2015-03-04 06:00:00",50,8.9,7.2,0
"2015-03-04 12:00:00",51,12.1,5.1,0
"2015-03-04 18:00:00",52,14,9.7,0
"2015-03-04 24:00:00",53,11.7,3.5,0
"2015-03-05 06:00:00",54,3.5,-3.5,0
"2015-03-05 12:00:00",55,2,-4.9,0
"2015-03-05 18:00:00",56,9.8,2,0
"2015-03-05 24:00:00",57,9.4,1.1,0
"2015-03-06 06:00:00",58,1.4,-5,0
"2015-03-06 12:00:00",59,6.9,-5.9,0
"2015-03-06 18:00:00",60,14.9,6.9,0
"2015-03-06 24:00:00",61,14.3,2.7,0
"2015-03-07 06:00:00",62,3.5,-1.3,0
"2015-03-07 12:00:00",63,12,-1.7,0
"2015-03-07 18:00:00",64,15.2,9.6,0
"2015-03-07 24:00:00",65,14.5,7.8,0
"2015-03-08 06:00:00",66,12.2,3.7,0
"2015-03-08 12:00:00",67,14.7,3.9,0
"2015-03-08 18:00:00",68,22.2,14.6,0
"2015-03-08 24:00:00",69,20.7,12.4,0
"2015-03-09 06:00:00",70,12.7,4.1,0
"2015-03-09 12:00:00",71,14.8,2.9,0
"2015-03-09 18:00:00",72,21.1,14.2,0
"2015-03-09 24:00:00",73,14.7,9.6,0
"2015-03-10 06:00:00",74,9.9,1.4,0
"2015-03-10 12:00:00",75,14.8,0.9,0
"2015-03-10 18:00:00",76,21.8,14.7,0
"2015-03-10 24:00:00",77,20.1,8.6,0
"2015-03-11 06:00:00",78,10.7,1.4,0
"2015-03-11 12:00:00",79,15.6,-0.2,0
"2015-03-11 18:00:00",80,21.5,15.6,0
"2015-03-11 24:00:00",81,20.3,11.9,0
"2015-03-12 06:00:00",82,11.9,3.6,0
"2015-03-12 12:00:00",83,15.4,2.6,0
"2015-03-12 18:00:00",84,20.7,15.4,0
"2015-03-12 24:00:00",85,18.2,10.9,0
"2015-03-13 06:00:00",86,10.9,5.9,0
"2015-03-13 12:00:00",87,16.2,4.1,0
"2015-03-13 18:00:00",88,23,16.2,0
"2015-03-13 24:00:00",89,20.8,13,0
"2015-03-14 06:00:00",90,14.6,7.3,0
"2015-03-14 12:00:00",91,18.3,6.9,0
"2015-03-14 18:00:00",92,20.3,17.7,0
"2015-03-14 24:00:00",93,19.2,9.3,0
"2015-03-15 06:00:00",94,11.7,1.3,0
"2015-03-15 12:00:00",95,14.6,1.4,0
"2015-03-15 18:00:00",96,20.1,14.6,0
"2015-03-15 24:00:00",97,19.2,9.9,0
"2015-03-16 06:00:00",98,9.9,2.4,0
"2015-03-16 12:00:00",99,13.9,0.9,0
"2015-03-16 18:00:00",100,21.5,13.9,0
"2015-03-16 24:00:00",101,21.5,10.7,0
"2015-03-17 06:00:00",102,14.6,10.3,0
"2015-03-17 12:00:00",103,17.2,10.9,0
"2015-03-17 18:00:00",104,17.4,15.2,0
"2015-03-17 24:00:00",105,15.2,9.9,0
"2015-03-18 06:00:00",106,9.9,8.6,0.025
"2015-03-18 12:00:00",107,13.2,8.6,0
"2015-03-18 18:00:00",108,18.1,13.2,0
"2015-03-18 24:00:00",109,16.9,10,0.025
"2015-03-19 06:00:00",110,10,6.2,0
"2015-03-19 12:00:00",111,15.5,6.6,0
"2015-03-19 18:00:00",112,23.4,14.7,0
"2015-03-19 24:00:00",113,20.3,10.6,0
"2015-03-20 06:00:00",114,11,4.7,0
"2015-03-20 12:00:00",115,14,2.3,0
"2015-03-20 18:00:00",116,22.5,14,0
"2015-03-20 24:00:00",117,19.3,11.2,0
"2015-03-21 06:00:00",118,11.2,7.9,0
"2015-03-21 12:00:00",119,14.4,6.7,0
"2015-03-21 18:00:00",120,18.5,14.4,0
"2015-03-21 24:00:00",121,18.2,11.3,0
"2015-03-22 06:00:00",122,11.3,3.9,0
"2015-03-22 12:00:00",123,17.1,3.1,0
"2015-03-22 18:00:00",124,27.2,17,0
"2015-03-22 24:00:00",125,27.6,13.2,0
"2015-03-23 06:00:00",126,13.4,8.2,0
"2015-03-23 12:00:00",127,22.5,6.2,0
"2015-03-23 18:00:00",128,26.5,22.4,0
"2015-03-23 24:00:00",129,24.5,20.1,0
"2015-03-24 06:00:00",130,21.3,6.1,0
"2015-03-24 12:00:00",131,21.7,2.9,0
