TOA5	Tower3	CR1000	67786	CR1000.Std.27.04	CPU:106330-3.CR1	38136	ThreeHr
TIMESTAMP	RECORD	TotPrec					
TS	RN						
		Tot					
6/18/15 12:00	950	0					
6/18/15 15:00	951	0					
6/18/15 18:00	952	0					
6/18/15 21:00	953	0					
40712	954	0					
6/19/15 3:00	955	0					
6/19/15 6:00	956	0.025					
6/19/15 9:00	957	0					
6/19/15 12:00	958	0					
6/19/15 15:00	959	0					
6/19/15 18:00	960	0					
6/19/15 21:00	961	0					
40713	962	0					
6/20/15 3:00	963	0					
6/20/15 6:00	964	0					
6/20/15 9:00	965	0					
6/20/15 12:00	966	0					
6/20/15 15:00	967	0					
6/20/15 18:00	968	0					
6/20/15 21:00	969	0					
40714	970	0					
6/21/15 3:00	971	0					
6/21/15 6:00	972	0					
6/21/15 9:00	973	0					
6/21/15 12:00	974	0					
6/21/15 15:00	975	0					
6/21/15 18:00	976	0					
6/21/15 21:00	977	0					
40715	978	0					
6/22/15 3:00	979	0					
6/22/15 6:00	980	0					
6/22/15 9:00	981	0					
6/22/15 12:00	982	0					
6/22/15 15:00	983	0					
6/22/15 18:00	984	0					
6/22/15 21:00	985	0					
40716	986	0					
6/23/15 3:00	987	0					
6/23/15 6:00	988	0					
6/23/15 9:00	989	0					
6/23/15 12:00	990	0					
6/23/15 15:00	991	0					
6/23/15 18:00	992	0					
6/23/15 21:00	993	0					
40717	994	0					
6/24/15 3:00	995	0					
6/24/15 6:00	996	0					
6/24/15 9:00	997	0					
6/24/15 12:00	998	0					
6/24/15 15:00	999	0					
6/24/15 18:00	1000	0					
6/24/15 21:00	1001	0.2					
40718	1002	0					
6/25/15 3:00	1003	0					
6/25/15 6:00	1004	0					
6/25/15 9:00	1005	0					
6/25/15 12:00	1006	0					
6/25/15 15:00	1007	0					
6/25/15 18:00	1008	0					
6/25/15 21:00	1009	0					
40719	1010	0					
6/26/15 3:00	1011	0					
6/26/15 6:00	1012	0					
6/26/15 9:00	1013	0					
6/26/15 12:00	1014	0					
6/26/15 15:00	1015	0					
6/26/15 18:00	1016	0					
6/26/15 21:00	1017	0					
40720	1018	0					
6/27/15 3:00	1019	0					
6/27/15 6:00	1020	0					
6/27/15 9:00	1021	0.025					
6/27/15 12:00	1022	0					
6/27/15 15:00	1023	0.025					
6/27/15 18:00	1024	0					
6/27/15 21:00	1025	0					
40721	1026	0					
6/28/15 3:00	1027	0					
6/28/15 6:00	1028	0					
6/28/15 9:00	1029	0					
6/28/15 12:00	1030	0					
6/28/15 15:00	1031	0					
6/28/15 18:00	1032	0					
6/28/15 21:00	1033	0					
40722	1034	0					
6/29/15 3:00	1035	0					
6/29/15 6:00	1036	0					
6/29/15 9:00	1037	0					
6/29/15 12:00	1038	0					
6/29/15 15:00	1039	0					
6/29/15 18:00	1040	0					
6/29/15 21:00	1041	0					
40723	1042	0					
6/30/15 3:00	1043	0					
6/30/15 6:00	1044	0					
6/30/15 9:00	1045	0					
6/30/15 12:00	1046	0					
6/30/15 15:00	1047	0					
6/30/15 18:00	1048	0					
6/30/15 21:00	1049	0					
40724	1050	0					
7/1/15 3:00	1051	0					
7/1/15 6:00	1052	0					
7/1/15 9:00	1053	0					
7/1/15 12:00	1054	0					
7/1/15 15:00	1055	0					
7/1/15 18:00	1056	0					
7/1/15 21:00	1057	0					
40725	1058	0					
7/2/15 3:00	1059	0					
7/2/15 6:00	1060	0					
7/2/15 9:00	1061	0					
7/2/15 12:00	1062	0					
7/2/15 15:00	1063	0					
7/2/15 18:00	1064	0					
7/2/15 21:00	1065	0					
40726	1066	0					
7/3/15 3:00	1067	0					
7/3/15 6:00	1068	0.075					
7/3/15 9:00	1069	0					
7/3/15 12:00	1070	0					
7/3/15 15:00	1071	0					
7/3/15 18:00	1072	0					
7/3/15 21:00	1073	0					
40727	1074	0.05					
7/4/15 3:00	1075	0					
7/4/15 6:00	1076	0					
7/4/15 9:00	1077	0					
7/4/15 12:00	1078	0					
7/4/15 15:00	1079	0					
7/4/15 18:00	1080	0					
7/4/15 21:00	1081	0					
40728	1082	0					
7/5/15 3:00	1083	0					
7/5/15 6:00	1084	0					
7/5/15 9:00	1085	0					
7/5/15 12:00	1086	0					
7/5/15 15:00	1087	0					
7/5/15 18:00	1088	0					
7/5/15 21:00	1089	0					
40729	1090	0					
7/6/15 3:00	1091	0					
7/6/15 6:00	1092	0					
7/6/15 9:00	1093	0					
7/6/15 12:00	1094	0					
7/6/15 15:00	1095	0					
7/6/15 18:00	1096	0					
7/6/15 21:00	1097	0					
40730	1098	0					
7/7/15 3:00	1099	0					
7/7/15 6:00	1100	0					
7/7/15 9:00	1101	0					
7/7/15 12:00	1102	0					
7/7/15 15:00	1103	0					
7/7/15 18:00	1104	0.275					
7/7/15 21:00	1105	0					
40731	1106	0					
7/8/15 3:00	1107	0					
7/8/15 6:00	1108	0					
7/8/15 9:00	1109	0					
7/8/15 12:00	1110	0					
7/8/15 15:00	1111	0					
7/8/15 18:00	1112	0					
7/8/15 21:00	1113	0					
40732	1114	0					
7/9/15 3:00	1115	0.375					
7/9/15 6:00	1116	0.125					
7/9/15 9:00	1117	0					
7/9/15 12:00	1118	0					
7/9/15 15:00	1119	0					
7/9/15 18:00	1120	0					
7/9/15 21:00	1121	0.075					
40733	1122	0					
7/10/15 3:00	1123	0					
7/10/15 6:00	1124	0					
7/10/15 9:00	1125	0					
7/10/15 12:00	1126	0					
7/10/15 15:00	1127	0					
7/10/15 18:00	1128	0					
7/10/15 21:00	1129	0					
40734	1130	0.7					
7/11/15 3:00	1131	0.075					
7/11/15 6:00	1132	0					
7/11/15 9:00	1133	0					
7/11/15 12:00	1134	0					
7/11/15 15:00	1135	0					
7/11/15 18:00	1136	0					
7/11/15 21:00	1137	0					
40735	1138	0					
7/12/15 3:00	1139	0					
7/12/15 6:00	1140	0					
7/12/15 9:00	1141	0					
7/12/15 12:00	1142	0					
7/12/15 15:00	1143	0					
7/12/15 18:00	1144	0					
7/12/15 21:00	1145	0					
40736	1146	0					
7/13/15 3:00	1147	0					
7/13/15 6:00	1148	0					
7/13/15 9:00	1149	0					
7/13/15 12:00	1150	0					
7/13/15 15:00	1151	0					
7/13/15 18:00	1152	0					
7/13/15 21:00	1153	0					
40737	1154	0					
7/14/15 3:00	1155	0					
7/14/15 6:00	1156	0					
7/14/15 9:00	1157	0.025					
7/14/15 12:00	1158	0					
7/14/15 15:00	1159	0					
7/14/15 18:00	1160	0					
7/14/15 21:00	1161	0					
40738	1162	0					
7/15/15 3:00	1163	0					
7/15/15 6:00	1164	0					
7/15/15 9:00	1165	0					
7/15/15 12:00	1166	0					
7/15/15 15:00	1167	0					
7/15/15 18:00	1168	0					
7/15/15 21:00	1169	0					
40739	1170	0					
7/16/15 3:00	1171	0					
7/16/15 6:00	1172	0					
7/16/15 9:00	1173	0					
7/16/15 12:00	1174	0					
7/16/15 15:00	1175	0					
7/16/15 18:00	1176	0					
7/16/15 21:00	1177	0					
40740	1178	0					
7/17/15 3:00	1179	0					
7/17/15 6:00	1180	0					
