"TOA5","Tower3","CR1000","67786","CR1000.Std.27.04","CPU:106330-3.CR1","38136","ThreeHr"
"TIMESTAMP","RECORD","TotPrec"
"TS","RN",""
"","","Tot"
"2015-07-14 24:00:00",1162,0
"2015-07-15 03:00:00",1163,0
"2015-07-15 06:00:00",1164,0
"2015-07-15 09:00:00",1165,0
"2015-07-15 12:00:00",1166,0
"2015-07-15 15:00:00",1167,0
"2015-07-15 18:00:00",1168,0
"2015-07-15 21:00:00",1169,0
"2015-07-15 24:00:00",1170,0
"2015-07-16 03:00:00",1171,0
"2015-07-16 06:00:00",1172,0
"2015-07-16 09:00:00",1173,0
"2015-07-16 12:00:00",1174,0
"2015-07-16 15:00:00",1175,0
"2015-07-16 18:00:00",1176,0
"2015-07-16 21:00:00",1177,0
"2015-07-16 24:00:00",1178,0
"2015-07-17 03:00:00",1179,0
"2015-07-17 06:00:00",1180,0
"2015-07-17 09:00:00",1181,0
"2015-07-17 12:00:00",1182,0
"2015-07-17 15:00:00",1183,0
"2015-07-17 18:00:00",1184,0
"2015-07-17 21:00:00",1185,0
"2015-07-17 24:00:00",1186,0
"2015-07-18 03:00:00",1187,0
"2015-07-18 06:00:00",1188,0
"2015-07-18 09:00:00",1189,0
"2015-07-18 12:00:00",1190,0
"2015-07-18 15:00:00",1191,0
"2015-07-18 18:00:00",1192,0
"2015-07-18 21:00:00",1193,0
"2015-07-18 24:00:00",1194,0
"2015-07-19 03:00:00",1195,0
"2015-07-19 06:00:00",1196,0
"2015-07-19 09:00:00",1197,0
"2015-07-19 12:00:00",1198,0
"2015-07-19 15:00:00",1199,0
"2015-07-19 18:00:00",1200,0
"2015-07-19 21:00:00",1201,0
"2015-07-19 24:00:00",1202,0
"2015-07-20 03:00:00",1203,0
"2015-07-20 06:00:00",1204,0
"2015-07-20 09:00:00",1205,0
"2015-07-20 12:00:00",1206,0
"2015-07-20 15:00:00",1207,0
"2015-07-20 18:00:00",1208,0
"2015-07-20 21:00:00",1209,0
"2015-07-20 24:00:00",1210,0
"2015-07-21 03:00:00",1211,0
"2015-07-21 06:00:00",1212,0
"2015-07-21 09:00:00",1213,0
"2015-07-21 12:00:00",1214,0
"2015-07-21 15:00:00",1215,0
"2015-07-21 18:00:00",1216,0
"2015-07-21 21:00:00",1217,0
"2015-07-21 24:00:00",1218,0
"2015-07-22 03:00:00",1219,0
"2015-07-22 06:00:00",1220,0
"2015-07-22 09:00:00",1221,0
"2015-07-22 12:00:00",1222,0
"2015-07-22 15:00:00",1223,0
"2015-07-22 18:00:00",1224,0
"2015-07-22 21:00:00",1225,0
"2015-07-22 24:00:00",1226,0
"2015-07-23 03:00:00",1227,0
"2015-07-23 06:00:00",1228,0
"2015-07-23 09:00:00",1229,0
"2015-07-23 12:00:00",1230,0
"2015-07-23 15:00:00",1231,0
"2015-07-23 18:00:00",1232,0
"2015-07-23 21:00:00",1233,0
"2015-07-23 24:00:00",1234,0
"2015-07-24 03:00:00",1235,0
"2015-07-24 06:00:00",1236,0
"2015-07-24 09:00:00",1237,0
"2015-07-24 12:00:00",1238,0
"2015-07-24 15:00:00",1239,0
"2015-07-24 18:00:00",1240,0
"2015-07-24 21:00:00",1241,0.025
"2015-07-24 24:00:00",1242,0.225
"2015-07-25 03:00:00",1243,0
"2015-07-25 06:00:00",1244,0
"2015-07-25 09:00:00",1245,0
"2015-07-25 12:00:00",1246,0
"2015-07-25 15:00:00",1247,0
"2015-07-25 18:00:00",1248,0
"2015-07-25 21:00:00",1249,0
"2015-07-25 24:00:00",1250,0
"2015-07-26 03:00:00",1251,0
"2015-07-26 06:00:00",1252,0
"2015-07-26 09:00:00",1253,0
"2015-07-26 12:00:00",1254,0
"2015-07-26 15:00:00",1255,0
"2015-07-26 18:00:00",1256,0
"2015-07-26 21:00:00",1257,0
"2015-07-26 24:00:00",1258,0
"2015-07-27 03:00:00",1259,0
"2015-07-27 06:00:00",1260,0
"2015-07-27 09:00:00",1261,0
"2015-07-27 12:00:00",1262,0
"2015-07-27 15:00:00",1263,0
"2015-07-27 18:00:00",1264,0
"2015-07-27 21:00:00",1265,0
"2015-07-27 24:00:00",1266,0
"2015-07-28 03:00:00",1267,0
"2015-07-28 06:00:00",1268,0
"2015-07-28 09:00:00",1269,0
"2015-07-28 12:00:00",1270,0
"2015-07-28 15:00:00",1271,0
"2015-07-28 18:00:00",1272,0
"2015-07-28 21:00:00",1273,0
"2015-07-28 24:00:00",1274,0.05
"2015-07-29 03:00:00",1275,0
"2015-07-29 06:00:00",1276,0
"2015-07-29 09:00:00",1277,0
"2015-07-29 12:00:00",1278,0
"2015-07-29 15:00:00",1279,0
"2015-07-29 18:00:00",1280,0.35
"2015-07-29 21:00:00",1281,0
"2015-07-29 24:00:00",1282,0
"2015-07-30 03:00:00",1283,0
"2015-07-30 06:00:00",1284,0
"2015-07-30 09:00:00",1285,0
"2015-07-30 12:00:00",1286,0
"2015-07-30 15:00:00",1287,0
"2015-07-30 18:00:00",1288,0
"2015-07-30 21:00:00",1289,0
"2015-07-30 24:00:00",1290,0
"2015-07-31 03:00:00",1291,0
"2015-07-31 06:00:00",1292,0.05
"2015-07-31 09:00:00",1293,0
"2015-07-31 12:00:00",1294,0
"2015-07-31 15:00:00",1295,0
"2015-07-31 18:00:00",1296,0
"2015-07-31 21:00:00",1297,0
"2015-07-31 24:00:00",1298,0
"2015-08-01 03:00:00",1299,0
"2015-08-01 06:00:00",1300,0
"2015-08-01 09:00:00",1301,0
"2015-08-01 12:00:00",1302,0
"2015-08-01 15:00:00",1303,0
"2015-08-01 18:00:00",1304,0
"2015-08-01 21:00:00",1305,0
"2015-08-01 24:00:00",1306,0
"2015-08-02 03:00:00",1307,0
"2015-08-02 06:00:00",1308,0
"2015-08-02 09:00:00",1309,0
"2015-08-02 12:00:00",1310,0
"2015-08-02 15:00:00",1311,0
"2015-08-02 18:00:00",1312,0
"2015-08-02 21:00:00",1313,0
"2015-08-02 24:00:00",1314,0
"2015-08-03 03:00:00",1315,0.175
"2015-08-03 06:00:00",1316,0
"2015-08-03 09:00:00",1317,0
"2015-08-03 12:00:00",1318,0
"2015-08-03 15:00:00",1319,0
"2015-08-03 18:00:00",1320,0
"2015-08-03 21:00:00",1321,0
"2015-08-03 24:00:00",1322,0
"2015-08-04 03:00:00",1323,0
"2015-08-04 06:00:00",1324,0
"2015-08-04 09:00:00",1325,0
"2015-08-04 12:00:00",1326,0
"2015-08-04 15:00:00",1327,0
"2015-08-04 18:00:00",1328,0
"2015-08-04 21:00:00",1329,0
"2015-08-04 24:00:00",1330,0
"2015-08-05 03:00:00",1331,0
"2015-08-05 06:00:00",1332,0
"2015-08-05 09:00:00",1333,0
"2015-08-05 12:00:00",1334,0
"2015-08-05 15:00:00",1335,0
"2015-08-05 18:00:00",1336,0
"2015-08-05 21:00:00",1337,0
"2015-08-05 24:00:00",1338,0
"2015-08-06 03:00:00",1339,0
"2015-08-06 06:00:00",1340,0
"2015-08-06 09:00:00",1341,0
"2015-08-06 12:00:00",1342,0
"2015-08-06 15:00:00",1343,0
"2015-08-06 18:00:00",1344,0
"2015-08-06 21:00:00",1345,0
"2015-08-06 24:00:00",1346,0
"2015-08-07 03:00:00",1347,0
"2015-08-07 06:00:00",1348,0
"2015-08-07 09:00:00",1349,0
"2015-08-07 12:00:00",1350,0
"2015-08-07 15:00:00",1351,0
"2015-08-07 18:00:00",1352,0
"2015-08-07 21:00:00",1353,0
"2015-08-07 24:00:00",1354,0
"2015-08-08 03:00:00",1355,0
"2015-08-08 06:00:00",1356,0
"2015-08-08 09:00:00",1357,0
"2015-08-08 12:00:00",1358,0
"2015-08-08 15:00:00",1359,0
"2015-08-08 18:00:00",1360,0
"2015-08-08 21:00:00",1361,0
"2015-08-08 24:00:00",1362,0
"2015-08-09 03:00:00",1363,0
"2015-08-09 06:00:00",1364,0
"2015-08-09 09:00:00",1365,0
"2015-08-09 12:00:00",1366,0
"2015-08-09 15:00:00",1367,0
"2015-08-09 18:00:00",1368,0
"2015-08-09 21:00:00",1369,0
"2015-08-09 24:00:00",1370,0
"2015-08-10 03:00:00",1371,0
"2015-08-10 06:00:00",1372,0
"2015-08-10 09:00:00",1373,0.05
"2015-08-10 12:00:00",1374,0
"2015-08-10 15:00:00",1375,0
"2015-08-10 18:00:00",1376,0
"2015-08-10 21:00:00",1377,0
"2015-08-10 24:00:00",1378,0
"2015-08-11 03:00:00",1379,0
"2015-08-11 06:00:00",1380,0
"2015-08-11 09:00:00",1381,0
"2015-08-11 12:00:00",1382,0
"2015-08-11 15:00:00",1383,0
"2015-08-11 18:00:00",1384,0
"2015-08-11 21:00:00",1385,0
"2015-08-11 24:00:00",1386,0
"2015-08-12 03:00:00",1387,0
"2015-08-12 06:00:00",1388,0
"2015-08-12 09:00:00",1389,0
"2015-08-12 12:00:00",1390,0
"2015-08-12 15:00:00",1391,0
"2015-08-12 18:00:00",1392,0
"2015-08-12 21:00:00",1393,0
"2015-08-12 24:00:00",1394,0
"2015-08-13 03:00:00",1395,0
"2015-08-13 06:00:00",1396,0
"2015-08-13 09:00:00",1397,0
"2015-08-13 12:00:00",1398,0
"2015-08-13 15:00:00",1399,0
"2015-08-13 18:00:00",1400,0
"2015-08-13 21:00:00",1401,0
"2015-08-13 24:00:00",1402,0
"2015-08-14 03:00:00",1403,0
"2015-08-14 06:00:00",1404,0
"2015-08-14 09:00:00",1405,0
"2015-08-14 12:00:00",1406,0
"2015-08-14 15:00:00",1407,0
"2015-08-14 18:00:00",1408,0
"2015-08-14 21:00:00",1409,0
"2015-08-14 24:00:00",1410,0
"2015-08-15 03:00:00",1411,0
"2015-08-15 06:00:00",1412,0
