"TOA5","Tower1","CR1000","67668","CR1000.Std.27.04","CPU:106330-1.CR1","28471","SixHr"
"TIMESTAMP","RECORD","MaxAT","MinAT","TotPrec"
"TS","RN","Deg_C","Deg_C",""
"","","Max","Min","Tot"
"2015-01-27 18:00:00",0,20.8,14.8,0
"2015-01-27 24:00:00",1,16.5,5.9,0
"2015-01-28 06:00:00",2,7.6,2.2,0
"2015-01-28 12:00:00",3,11.1,1.4,0
"2015-01-28 18:00:00",4,21.5,11.1,0
"2015-01-28 24:00:00",5,18.8,8.1,0
"2015-01-29 06:00:00",6,10,5.4,0
"2015-01-29 12:00:00",7,10.2,6.2,0
"2015-01-29 18:00:00",8,15.7,9.8,0
"2015-01-29 24:00:00",9,13.1,9.6,0
"2015-01-30 06:00:00",10,9.6,5.1,0.05
"2015-01-30 12:00:00",11,6.9,5,0.375
"2015-01-30 18:00:00",12,8.8,6.5,0.075
"2015-01-30 24:00:00",13,6.8,5.9,0.525
"2015-01-31 06:00:00",14,5.9,5.4,0.3
"2015-01-31 12:00:00",15,7.1,5.3,0.05
"2015-01-31 18:00:00",16,10.7,6.8,0
"2015-01-31 24:00:00",17,10.2,6.4,0
"2015-02-01 06:00:00",18,6.4,3.9,0
"2015-02-01 12:00:00",19,11.2,3,0
"2015-02-01 18:00:00",20,16.5,11.2,0
"2015-02-01 24:00:00",21,14.7,6.1,0
"2015-02-02 06:00:00",22,6.1,2.1,0
"2015-02-02 12:00:00",23,7.7,2.2,0
"2015-02-02 18:00:00",24,15.3,7.7,0
"2015-02-02 24:00:00",25,12.1,6.1,0
"2015-02-03 06:00:00",26,8,0.7,0
"2015-02-03 12:00:00",27,10.1,0.6,0
"2015-02-03 18:00:00",28,20.2,8.3,0
"2015-02-03 24:00:00",29,17.4,7.1,0
"2015-02-04 06:00:00",30,11.1,1.8,0
"2015-02-04 12:00:00",31,15.4,1.9,0
"2015-02-04 18:00:00",32,20.2,14,0
"2015-02-04 24:00:00",33,18.3,9.7,0
"2015-02-05 06:00:00",34,12.2,1.3,0
"2015-02-05 12:00:00",35,8.9,0,0
"2015-02-05 18:00:00",36,16.1,8.2,0
"2015-02-05 24:00:00",37,15.3,6.3,0
"2015-02-06 06:00:00",38,9.2,0.2,0
"2015-02-06 12:00:00",39,10.9,-0.9,0
"2015-02-06 18:00:00",40,22.8,9,0
"2015-02-06 24:00:00",41,17.6,6.7,0
"2015-02-07 06:00:00",42,8.2,2.4,0
"2015-02-07 12:00:00",43,12.7,1.7,0
"2015-02-07 18:00:00",44,22,12.3,0
"2015-02-07 24:00:00",45,22,8.7,0
"2015-02-08 06:00:00",46,10,1.7,0
"2015-02-08 12:00:00",47,14.4,1.9,0
"2015-02-08 18:00:00",48,24.5,14.4,0
"2015-02-08 24:00:00",49,21.6,9.4,0
"2015-02-09 06:00:00",50,11.4,2.9,0
"2015-02-09 12:00:00",51,15.2,2.1,0
"2015-02-09 18:00:00",52,23.9,13.2,0
"2015-02-09 24:00:00",53,23.8,10.2,0
"2015-02-10 06:00:00",54,14.4,5.8,0
"2015-02-10 12:00:00",55,14.9,3.2,0
"2015-02-10 18:00:00",56,23.6,14.9,0
"2015-02-10 24:00:00",57,22.9,15.4,0
"2015-02-11 06:00:00",58,18.1,3.8,0
"2015-02-11 12:00:00",59,15,5.9,0
"2015-02-11 18:00:00",60,15.7,11.3,0
"2015-02-11 24:00:00",61,11.4,6.1,0
"2015-02-12 06:00:00",62,6.8,2.4,0
"2015-02-12 12:00:00",63,10.7,-0.5,0
"2015-02-12 18:00:00",64,16.6,10.3,0
"2015-02-12 24:00:00",65,15.3,4.3,0
"2015-02-13 06:00:00",66,4.3,-0.1,0
"2015-02-13 12:00:00",67,10,-1.5,0
"2015-02-13 18:00:00",68,18.7,9.8,0
"2015-02-13 24:00:00",69,15.2,8,0
"2015-02-14 06:00:00",70,9.6,0.4,0
"2015-02-14 12:00:00",71,11,-0.6,0
"2015-02-14 18:00:00",72,20.3,10.8,0
"2015-02-14 24:00:00",73,17.6,9.7,0
"2015-02-15 06:00:00",74,11.4,5.8,0
"2015-02-15 12:00:00",75,16,7.6,0
"2015-02-15 18:00:00",76,22.9,16,0
"2015-02-15 24:00:00",77,22.1,16.4,0
"2015-02-16 06:00:00",78,17.7,5.2,0
"2015-02-16 12:00:00",79,8,2.5,0
"2015-02-16 18:00:00",80,15.7,8,0
"2015-02-16 24:00:00",81,14.8,8.6,0
"2015-02-17 06:00:00",82,9.4,0.5,0
"2015-02-17 12:00:00",83,8.2,-0.1,0
"2015-02-17 18:00:00",84,14.9,8.2,0
"2015-02-17 24:00:00",85,13.8,2.1,0
"2015-02-18 06:00:00",86,6.2,-3.2,0
"2015-02-18 12:00:00",87,13.6,-3.1,0
"2015-02-18 18:00:00",88,19.7,13.6,0
"2015-02-18 24:00:00",89,15.6,4.7,0
"2015-02-19 06:00:00",90,7,1,0
"2015-02-19 12:00:00",91,14.8,-0.3,0
"2015-02-19 18:00:00",92,21.9,14.4,0
"2015-02-19 24:00:00",93,20.2,11.4,0
"2015-02-20 06:00:00",94,14.4,3.1,0
"2015-02-20 12:00:00",95,17.4,1.5,0
"2015-02-20 18:00:00",96,22.4,17.4,0
"2015-02-20 24:00:00",97,18.7,15.4,0
"2015-02-21 06:00:00",98,17.7,13,0
"2015-02-21 12:00:00",99,20.5,9.7,0
"2015-02-21 18:00:00",100,21.5,19.5,0
"2015-02-21 24:00:00",101,20.4,17.4,0
"2015-02-22 06:00:00",102,18.6,15.4,0
"2015-02-22 12:00:00",103,17,13.3,0
"2015-02-22 18:00:00",104,16.9,8.1,0
"2015-02-22 24:00:00",105,8.1,3,0
"2015-02-23 06:00:00",106,3.1,-0.9,0
"2015-02-23 12:00:00",107,0.9,-1.3,0
"2015-02-23 18:00:00",108,5.2,0.8,0
"2015-02-23 24:00:00",109,2.8,-0.2,0
"2015-02-24 06:00:00",110,0.1,-4,0
"2015-02-24 12:00:00",111,8,-5,0
"2015-02-24 18:00:00",112,12.8,7.6,0
"2015-02-24 24:00:00",113,8.1,3.8,0.125
"2015-02-25 06:00:00",114,4.5,0.4,0
"2015-02-25 12:00:00",115,11.5,-1.3,0
"2015-02-25 18:00:00",116,17.4,11.1,0
"2015-02-25 24:00:00",117,14.2,6,0
"2015-02-26 06:00:00",118,7.9,0.8,0
"2015-02-26 12:00:00",119,12.2,0.7,0
"2015-02-26 18:00:00",120,11.6,6.3,0.025
"2015-02-26 24:00:00",121,6.3,1.4,0
"2015-02-27 06:00:00",122,1.9,0.1,0
"2015-02-27 12:00:00",123,3.3,0.4,0
"2015-02-27 18:00:00",124,6.1,3,0
"2015-02-27 24:00:00",125,4.6,-2.3,0
"2015-02-28 06:00:00",126,-2.3,-4.8,0
"2015-02-28 12:00:00",127,7.4,-6.2,0
"2015-02-28 18:00:00",128,15.4,7.4,0
"2015-02-28 24:00:00",129,14.3,7.1,0
"2015-03-01 06:00:00",130,9.8,6.4,0
"2015-03-01 12:00:00",131,20.2,4.9,0
