# STATION: KHMN,,,,,
# STATION NAME: Holloman Air Force Base,,,,,
# LATITUDE: 32.85,,,,,
# LONGITUDE: -106.1,,,,,
# ELEVATION [ft]: 4094,,,,,
# STATE: NM,,,,,
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1
,,Celsius,%,m/s,Degrees
KHMN,01/26/2015 23:58 MDT,3.7,74,4.12,60
KHMN,01/27/2015 00:58 MDT,3.2,73.91,1.03,50
KHMN,01/27/2015 01:58 MDT,1,82.75,0,0
KHMN,01/27/2015 02:58 MDT,0.4,85.15,0,0
KHMN,01/27/2015 03:58 MDT,0.7,85.81,2.57,10
KHMN,01/27/2015 04:58 MDT,2.3,81.12,2.06,80
KHMN,01/27/2015 05:58 MDT,3.2,77.22,2.06,80
KHMN,01/27/2015 06:58 MDT,2,82.28,0,0
KHMN,01/27/2015 07:58 MDT,2.1,78.75,1.54,200
KHMN,01/27/2015 08:58 MDT,2.5,84.77,0,0
KHMN,01/27/2015 09:58 MDT,4.5,76.88,0,0
KHMN,01/27/2015 10:58 MDT,9.8,55.84,0,0
KHMN,01/27/2015 11:58 MDT,12.2,44.31,0.51,
KHMN,01/27/2015 12:58 MDT,15,39.41,1.54,250
KHMN,01/27/2015 13:58 MDT,17.2,32.81,1.03,200
KHMN,01/27/2015 14:58 MDT,18.2,33.82,1.03,300
KHMN,01/27/2015 15:58 MDT,19,35.79,0,0
KHMN,01/27/2015 16:58 MDT,18.5,39.61,0,0
KHMN,01/27/2015 17:58 MDT,18.4,40.14,0,0
KHMN,01/27/2015 18:58 MDT,13.5,60.48,2.57,300
KHMN,01/27/2015 19:58 MDT,10.2,69.16,3.09,30
KHMN,01/27/2015 20:58 MDT,8.8,69.36,3.6,40
KHMN,01/27/2015 21:58 MDT,7.6,74.19,3.09,80
KHMN,01/27/2015 22:58 MDT,8.2,71.22,2.06,100
KHMN,01/27/2015 23:58 MDT,4.9,82.07,0,0
KHMN,01/28/2015 00:58 MDT,5.3,80.96,2.06,100
KHMN,01/28/2015 01:58 MDT,4,83.14,1.03,100
KHMN,01/28/2015 02:58 MDT,3.3,84.25,0,0
KHMN,01/28/2015 03:58 MDT,2.3,87.88,2.57,200
KHMN,01/28/2015 04:58 MDT,3.5,84.89,3.6,30
KHMN,01/28/2015 05:58 MDT,5.3,83.3,2.06,120
KHMN,01/28/2015 06:58 MDT,2.8,86.66,2.57,300
KHMN,01/28/2015 07:58 MDT,2.1,93.08,2.57,50
KHMN,01/28/2015 08:58 MDT,3.9,89.29,2.06,60
KHMN,01/28/2015 09:58 MDT,9.7,71.02,1.03,10
KHMN,01/28/2015 10:58 MDT,13.8,58.49,4.12,290
KHMN,01/28/2015 11:58 MDT,15.7,53.21,3.6,320
KHMN,01/28/2015 12:58 MDT,18.6,42.5,4.63,350
KHMN,01/28/2015 13:58 MDT,20,31.33,2.57,310
KHMN,01/28/2015 14:58 MDT,21,30.1,2.06,230
KHMN,01/28/2015 15:58 MDT,20.5,29.74,1.03,320
KHMN,01/28/2015 16:58 MDT,20.6,28.52,0,0
KHMN,01/28/2015 17:58 MDT,19.8,31.95,0,0
KHMN,01/28/2015 18:58 MDT,17,38.89,0,0
KHMN,01/28/2015 19:58 MDT,12.9,50.62,0,0
KHMN,01/28/2015 20:58 MDT,9.7,56.22,2.57,90
KHMN,01/28/2015 21:58 MDT,8.8,57.62,4.12,70
KHMN,01/28/2015 22:58 MDT,8.5,57.95,4.12,80
KHMN,01/28/2015 23:58 MDT,7.3,65.19,2.06,240
KHMN,01/29/2015 00:58 MDT,6.3,70.84,2.06,10
KHMN,01/29/2015 01:58 MDT,7.3,68.55,3.6,20
KHMN,01/29/2015 02:58 MDT,7.8,67.68,3.6,50
KHMN,01/29/2015 03:58 MDT,8.3,65.42,2.57,
KHMN,01/29/2015 04:58 MDT,7.2,71.53,2.57,270
KHMN,01/29/2015 05:58 MDT,6,81.06,2.57,340
KHMN,01/29/2015 06:58 MDT,6.2,79.95,1.03,240
KHMN,01/29/2015 07:58 MDT,5.4,80.98,1.54,180
KHMN,01/29/2015 08:58 MDT,5.7,81.02,3.09,160
KHMN,01/29/2015 09:58 MDT,6.9,77.28,1.03,60
KHMN,01/29/2015 10:58 MDT,9,67.94,2.06,90
KHMN,01/29/2015 11:58 MDT,10.9,62.41,2.06,160
KHMN,01/29/2015 12:58 MDT,13.3,51.45,3.6,130
KHMN,01/29/2015 13:58 MDT,14.7,45.36,2.57,170
KHMN,01/29/2015 14:58 MDT,15.4,43.36,2.06,180
KHMN,01/29/2015 15:58 MDT,15.5,43.39,1.03,150
KHMN,01/29/2015 16:58 MDT,15.2,38.08,2.57,190
KHMN,01/29/2015 17:58 MDT,14.4,43.38,2.57,220
KHMN,01/29/2015 18:58 MDT,12.4,54.57,1.54,50
KHMN,01/29/2015 19:58 MDT,11.6,54.36,3.09,320
KHMN,01/29/2015 20:58 MDT,10.5,59.73,4.63,280
KHMN,01/29/2015 21:58 MDT,10.1,57.95,3.6,290
KHMN,01/29/2015 22:58 MDT,9.3,63.36,3.6,340
KHMN,01/29/2015 23:58 MDT,9.2,62,2.57,340
KHMN,01/30/2015 00:58 MDT,8.5,63.17,1.54,340
KHMN,01/30/2015 01:58 MDT,8.1,64.45,2.57,350
KHMN,01/30/2015 02:58 MDT,7.7,70.12,2.57,310
KHMN,01/30/2015 03:36 MDT,8,65.82,0,0
KHMN,01/30/2015 03:58 MDT,7.3,73.09,1.03,20
KHMN,01/30/2015 04:01 MDT,7,75.67,0,0
KHMN,01/30/2015 04:08 MDT,7,75.67,1.54,20
KHMN,01/30/2015 04:46 MDT,7,75.67,1.54,20
KHMN,01/30/2015 04:58 MDT,6.4,81.69,0,0
KHMN,01/30/2015 05:01 MDT,6,86.99,2.57,220
KHMN,01/30/2015 05:10 MDT,6,86.99,4.12,220
KHMN,01/30/2015 05:58 MDT,5.4,93.92,4.63,220
KHMN,01/30/2015 05:59 MDT,5,100,4.63,220
KHMN,01/30/2015 06:58 MDT,4.7,99.3,3.6,220
KHMN,01/30/2015 07:58 MDT,4.7,99.3,2.57,230
KHMN,01/30/2015 08:58 MDT,4.6,99.3,3.09,230
KHMN,01/30/2015 09:07 MDT,5,100,3.6,220
KHMN,01/30/2015 09:17 MDT,5,100,2.57,220
KHMN,01/30/2015 09:18 MDT,5,100,2.57,220
KHMN,01/30/2015 09:31 MDT,5,100,3.09,230
KHMN,01/30/2015 09:40 MDT,5,100,3.09,230
KHMN,01/30/2015 09:58 MDT,4.6,100,2.57,230
KHMN,01/30/2015 10:49 MDT,6,100,4.63,230
KHMN,01/30/2015 11:20 MDT,6,100,2.57,220
KHMN,01/30/2015 11:46 MDT,6,93.3,1.54,210
KHMN,01/30/2015 11:58 MDT,6.5,91.4,1.54,220
KHMN,01/30/2015 12:39 MDT,7,87.09,0,0
KHMN,01/30/2015 12:48 MDT,7,87.09,0.51,
KHMN,01/30/2015 12:57 MDT,7,87.09,1.54,300
KHMN,01/30/2015 12:58 MDT,7.1,86.49,2.06,300
KHMN,01/30/2015 13:01 MDT,7,87.09,2.06,300
KHMN,01/30/2015 13:04 MDT,7,87.09,2.57,310
KHMN,01/30/2015 13:37 MDT,7,87.09,2.57,340
KHMN,01/30/2015 13:49 MDT,7,87.09,2.57,340
KHMN,01/30/2015 13:52 MDT,7,87.09,2.57,340
KHMN,01/30/2015 13:58 MDT,7,87.7,2.06,350
KHMN,01/30/2015 14:01 MDT,7,87.09,2.57,340
KHMN,01/30/2015 14:05 MDT,7,87.09,2.06,350
KHMN,01/30/2015 14:11 MDT,7,87.09,2.57,10
KHMN,01/30/2015 14:20 MDT,7,87.09,2.57,20
KHMN,01/30/2015 14:50 MDT,7,87.09,2.06,350
KHMN,01/30/2015 14:58 MDT,7,88.93,2.57,
KHMN,01/30/2015 14:59 MDT,7,87.09,2.57,350
KHMN,01/30/2015 15:02 MDT,7,87.09,2.57,350
KHMN,01/30/2015 15:17 MDT,7,87.09,2.06,10
KHMN,01/30/2015 15:53 MDT,7,93.35,3.6,20
KHMN,01/30/2015 15:56 MDT,7,93.35,3.6,30
KHMN,01/30/2015 15:58 MDT,6.8,92.69,3.6,30
KHMN,01/30/2015 16:04 MDT,7,93.35,3.09,360
KHMN,01/30/2015 16:58 MDT,6.7,96.62,3.6,350
KHMN,01/30/2015 17:52 MDT,7,93.35,3.6,340
KHMN,01/30/2015 17:58 MDT,6.6,98.63,3.09,330
KHMN,01/30/2015 17:59 MDT,7,93.35,3.09,320
KHMN,01/30/2015 18:12 MDT,6,100,2.57,310
KHMN,01/30/2015 18:58 MDT,6.1,98.63,2.57,340
KHMN,01/30/2015 19:22 MDT,6,100,3.6,350
KHMN,01/30/2015 19:46 MDT,6,100,2.57,340
KHMN,01/30/2015 19:58 MDT,5.9,100,1.54,340
KHMN,01/30/2015 20:16 MDT,6,100,1.54,30
KHMN,01/30/2015 20:58 MDT,5.9,100,2.06,10
KHMN,01/30/2015 21:01 MDT,6,100,2.06,10
KHMN,01/30/2015 21:22 MDT,6,100,2.06,10
KHMN,01/30/2015 21:46 MDT,6,100,0,0
KHMN,01/30/2015 21:58 MDT,6,100,0,0
KHMN,01/30/2015 22:04 MDT,6,100,0,0
KHMN,01/30/2015 22:13 MDT,6,100,0,0
KHMN,01/30/2015 22:22 MDT,6,100,0,0
KHMN,01/30/2015 22:28 MDT,6,100,0,0
KHMN,01/30/2015 22:58 MDT,6,100,3.09,200
KHMN,01/30/2015 23:00 MDT,6,100,2.57,210
KHMN,01/30/2015 23:06 MDT,6,100,3.09,190
KHMN,01/30/2015 23:27 MDT,6,100,3.09,180
KHMN,01/30/2015 23:30 MDT,6,100,2.57,160
KHMN,01/30/2015 23:45 MDT,6,100,2.06,180
KHMN,01/30/2015 23:58 MDT,5.7,100,2.06,190
KHMN,01/31/2015 00:08 MDT,6,100,0.51,220
KHMN,01/31/2015 00:12 MDT,6,100,0,0
KHMN,01/31/2015 00:21 MDT,6,100,1.54,230
KHMN,01/31/2015 00:27 MDT,6,100,2.06,230
KHMN,01/31/2015 00:42 MDT,6,100,1.03,260
KHMN,01/31/2015 00:48 MDT,6,100,1.54,240
KHMN,01/31/2015 00:54 MDT,6,100,2.06,230
KHMN,01/31/2015 00:58 MDT,5.6,100,1.54,240
KHMN,01/31/2015 01:25 MDT,6,100,0,0
KHMN,01/31/2015 01:46 MDT,6,100,0,0
KHMN,01/31/2015 01:58 MDT,5.5,100,0,0
KHMN,01/31/2015 02:16 MDT,6,100,1.54,310
KHMN,01/31/2015 02:25 MDT,5,100,2.57,310
KHMN,01/31/2015 02:58 MDT,5.3,100,2.06,320
KHMN,01/31/2015 03:11 MDT,5,100,1.54,330
KHMN,01/31/2015 03:26 MDT,5,100,0.51,270
KHMN,01/31/2015 03:28 MDT,5,100,0,0
KHMN,01/31/2015 03:34 MDT,5,100,0,0
KHMN,01/31/2015 03:36 MDT,5,100,0,0
KHMN,01/31/2015 03:39 MDT,5,100,0,0
KHMN,01/31/2015 03:45 MDT,5,100,0,0
KHMN,01/31/2015 03:57 MDT,5,100,0.51,10
KHMN,01/31/2015 03:58 MDT,5.4,100,1.03,10
KHMN,01/31/2015 04:00 MDT,5,100,1.03,20
KHMN,01/31/2015 04:18 MDT,5,100,0,0
KHMN,01/31/2015 04:58 MDT,5.3,100,1.54,330
KHMN,01/31/2015 05:23 MDT,5,100,1.54,330
KHMN,01/31/2015 05:29 MDT,5,100,1.54,290
KHMN,01/31/2015 05:35 MDT,5,100,2.06,280
KHMN,01/31/2015 05:38 MDT,5,100,2.57,300
KHMN,01/31/2015 05:41 MDT,5,100,4.12,280
KHMN,01/31/2015 05:58 MDT,5.3,100,2.06,310
KHMN,01/31/2015 05:59 MDT,5,100,1.54,310
KHMN,01/31/2015 06:02 MDT,5,100,0.51,300
KHMN,01/31/2015 06:05 MDT,5,100,0,0
KHMN,01/31/2015 06:08 MDT,5,100,0,0
KHMN,01/31/2015 06:11 MDT,5,100,0,0
KHMN,01/31/2015 06:35 MDT,5,100,1.54,60
KHMN,01/31/2015 06:38 MDT,5,100,2.57,60
KHMN,01/31/2015 06:44 MDT,5,100,2.06,50
KHMN,01/31/2015 06:47 MDT,5,100,0.51,40
KHMN,01/31/2015 06:48 MDT,5,100,0.51,40
KHMN,01/31/2015 06:51 MDT,5,100,1.03,50
KHMN,01/31/2015 06:55 MDT,5,100,0.51,40
KHMN,01/31/2015 06:58 MDT,5.3,100,0,0
KHMN,01/31/2015 07:07 MDT,5,100,0,0
KHMN,01/31/2015 07:22 MDT,5,100,2.06,80
KHMN,01/31/2015 07:25 MDT,5,100,2.06,60
KHMN,01/31/2015 07:28 MDT,5,100,1.03,10
KHMN,01/31/2015 07:31 MDT,5,100,1.03,330
KHMN,01/31/2015 07:32 MDT,5,100,1.54,320
KHMN,01/31/2015 07:38 MDT,5,100,2.06,310
KHMN,01/31/2015 07:41 MDT,5,100,2.06,330
KHMN,01/31/2015 07:58 MDT,5.3,100,2.57,310
KHMN,01/31/2015 08:07 MDT,5,100,1.54,310
KHMN,01/31/2015 08:10 MDT,5,100,1.03,320
KHMN,01/31/2015 08:48 MDT,5,100,0.51,20
KHMN,01/31/2015 08:56 MDT,5,100,0,0
KHMN,01/31/2015 08:58 MDT,5.3,100,0,0
KHMN,01/31/2015 09:28 MDT,5,100,1.03,10
KHMN,01/31/2015 09:40 MDT,5,100,1.54,20
KHMN,01/31/2015 09:58 MDT,5.6,100,3.09,30
KHMN,01/31/2015 10:58 MDT,6.1,100,2.06,320
KHMN,01/31/2015 10:59 MDT,6,100,1.54,320
KHMN,01/31/2015 11:41 MDT,6,100,3.09,340
KHMN,01/31/2015 11:58 MDT,6.6,100,1.03,340
KHMN,01/31/2015 11:59 MDT,7,100,1.54,340
KHMN,01/31/2015 12:29 MDT,7,100,0,0
KHMN,01/31/2015 12:47 MDT,7,100,0,0
KHMN,01/31/2015 12:53 MDT,7,100,0,0
KHMN,01/31/2015 12:58 MDT,6.8,100,0,0
KHMN,01/31/2015 13:02 MDT,7,100,0,0
KHMN,01/31/2015 13:14 MDT,7,100,0,0
KHMN,01/31/2015 13:17 MDT,7,100,0,0
KHMN,01/31/2015 13:20 MDT,7,100,0,0
KHMN,01/31/2015 13:32 MDT,7,100,0,0
KHMN,01/31/2015 13:44 MDT,7,100,0.51,
KHMN,01/31/2015 13:53 MDT,8,100,0,0
KHMN,01/31/2015 13:58 MDT,7.8,100,0,0
KHMN,01/31/2015 14:04 MDT,8,100,0,0
KHMN,01/31/2015 14:28 MDT,8,100,2.06,190
KHMN,01/31/2015 14:58 MDT,8.8,94.72,3.09,190
KHMN,01/31/2015 15:31 MDT,9,93.45,3.09,210
KHMN,01/31/2015 15:58 MDT,9.6,87.34,2.57,200
KHMN,01/31/2015 16:13 MDT,10,87.38,2.57,170
KHMN,01/31/2015 16:46 MDT,10,81.61,0.51,180
KHMN,01/31/2015 16:52 MDT,10,81.61,0,0
KHMN,01/31/2015 16:58 MDT,9.7,85,2.06,180
KHMN,01/31/2015 17:58 MDT,10.1,82.75,2.06,100
KHMN,01/31/2015 18:58 MDT,9.2,89.72,0,0
KHMN,01/31/2015 19:58 MDT,7.7,97.97,0,0
KHMN,01/31/2015 20:58 MDT,8,98.65,0,0
KHMN,01/31/2015 21:58 MDT,6.8,98.63,0,0
KHMN,01/31/2015 22:58 MDT,6.8,100,0,0
KHMN,01/31/2015 23:58 MDT,6.9,100,0,0
KHMN,02/01/2015 00:58 MDT,6,100,0,0
KHMN,02/01/2015 01:58 MDT,5.6,100,0,0
KHMN,02/01/2015 02:58 MDT,5.7,100,0,0
KHMN,02/01/2015 03:58 MDT,6.2,100,0,0
KHMN,02/01/2015 04:58 MDT,5.1,100,0,0
KHMN,02/01/2015 05:22 MDT,4,100,3.09,10
KHMN,02/01/2015 05:37 MDT,4,100,3.09,20
KHMN,02/01/2015 05:58 MDT,4,100,4.12,20
KHMN,02/01/2015 06:58 MDT,4.1,100,4.12,20
KHMN,02/01/2015 07:58 MDT,4.3,100,4.12,350
KHMN,02/01/2015 08:58 MDT,5.1,100,4.63,340
KHMN,02/01/2015 09:58 MDT,7.6,89.6,3.6,330
KHMN,02/01/2015 10:58 MDT,9.8,72.03,4.63,320
KHMN,02/01/2015 11:58 MDT,11.6,55.92,5.66,340
KHMN,02/01/2015 12:58 MDT,12.2,57.28,5.66,330
KHMN,02/01/2015 13:58 MDT,12.7,52.02,2.57,
KHMN,02/01/2015 14:58 MDT,13.9,49.49,2.06,240
KHMN,02/01/2015 15:58 MDT,13.8,47.74,2.57,250
KHMN,02/01/2015 16:58 MDT,14.3,47.54,2.06,190
KHMN,02/01/2015 17:58 MDT,13.7,43.8,1.54,180
KHMN,02/01/2015 18:58 MDT,11.6,53.21,0,0
KHMN,02/01/2015 19:58 MDT,9.5,68.53,3.6,160
KHMN,02/01/2015 20:58 MDT,8.1,76.93,3.6,160
KHMN,02/01/2015 21:58 MDT,6.8,80.04,3.09,180
KHMN,02/01/2015 22:58 MDT,6.3,79.97,3.09,200
KHMN,02/01/2015 23:58 MDT,5.3,82.13,3.6,210
KHMN,02/02/2015 00:58 MDT,5,82.09,0,0
KHMN,02/02/2015 01:58 MDT,2.5,87.89,0,0
KHMN,02/02/2015 02:58 MDT,1.9,91.08,1.03,290
KHMN,02/02/2015 03:58 MDT,0.8,91.66,0,0
KHMN,02/02/2015 04:58 MDT,0.9,95.76,0,0
KHMN,02/02/2015 05:58 MDT,1.4,96.47,0,0
KHMN,02/02/2015 06:58 MDT,2.1,96.49,0,0
KHMN,02/02/2015 07:58 MDT,2,97.88,0,0
KHMN,02/02/2015 08:58 MDT,2.8,99.29,0,0
KHMN,02/02/2015 09:58 MDT,6.8,80.04,1.54,210
KHMN,02/02/2015 10:58 MDT,6.4,83.44,0,0
KHMN,02/02/2015 11:58 MDT,8.8,75.45,1.54,
KHMN,02/02/2015 12:58 MDT,10.5,69.22,1.54,
KHMN,02/02/2015 13:58 MDT,11.3,64.28,0,0
KHMN,02/02/2015 14:58 MDT,12.6,56.98,1.54,
KHMN,02/02/2015 15:58 MDT,13.9,51.62,1.03,330
KHMN,02/02/2015 16:58 MDT,14.4,48.59,3.6,340
KHMN,02/02/2015 17:58 MDT,13.1,69.28,4.12,300
KHMN,02/02/2015 18:58 MDT,9.8,79.37,3.6,270
KHMN,02/02/2015 19:58 MDT,8.4,83.11,1.54,70
KHMN,02/02/2015 20:58 MDT,5.9,90.09,2.57,60
KHMN,02/02/2015 21:58 MDT,5.4,91.96,2.06,50
KHMN,02/02/2015 22:58 MDT,5,91.94,4.12,40
KHMN,02/02/2015 23:58 MDT,4.2,92.54,3.09,60
KHMN,02/03/2015 00:58 MDT,4,88.04,2.57,90
KHMN,02/03/2015 01:58 MDT,3.4,84.88,0,0
KHMN,02/03/2015 02:58 MDT,1.6,91.06,4.12,340
KHMN,02/03/2015 03:58 MDT,1.5,87.8,3.6,20
KHMN,02/03/2015 04:58 MDT,0.6,89.01,0.51,360
KHMN,02/03/2015 05:58 MDT,1.4,90.38,2.57,100
KHMN,02/03/2015 06:58 MDT,0.4,95.74,2.57,180
KHMN,02/03/2015 07:58 MDT,-0.8,99.27,0,0
KHMN,02/03/2015 08:58 MDT,1.1,99.28,2.06,80
KHMN,02/03/2015 09:58 MDT,4.7,86.86,0,0
KHMN,02/03/2015 10:58 MDT,8.4,73.3,0,0
KHMN,02/03/2015 11:58 MDT,12.6,59.01,1.54,
KHMN,02/03/2015 12:58 MDT,15.2,57.26,3.09,340
KHMN,02/03/2015 13:58 MDT,16.1,50.45,3.09,300
KHMN,02/03/2015 14:58 MDT,17.8,33.46,4.12,340
KHMN,02/03/2015 15:58 MDT,17.7,40.21,3.09,
KHMN,02/03/2015 16:58 MDT,17.6,36.91,3.09,320
KHMN,02/03/2015 17:58 MDT,17.2,38.13,2.06,330
KHMN,02/03/2015 18:58 MDT,14.2,50.98,3.09,280
KHMN,02/03/2015 19:58 MDT,10.2,64.03,2.57,300
KHMN,02/03/2015 20:58 MDT,8.8,68.87,0,0
KHMN,02/03/2015 21:58 MDT,6.3,79.4,3.09,160
KHMN,02/03/2015 22:58 MDT,6.7,72.46,3.09,100
KHMN,02/03/2015 23:58 MDT,5.6,74.35,3.6,80
KHMN,02/04/2015 00:58 MDT,4.7,78.59,3.09,90
KHMN,02/04/2015 01:58 MDT,5.1,73.2,2.57,110
KHMN,02/04/2015 02:58 MDT,3,81.22,1.03,320
KHMN,02/04/2015 03:58 MDT,2.1,84.72,2.06,310
KHMN,02/04/2015 04:58 MDT,1.9,85.32,3.09,40
KHMN,02/04/2015 05:58 MDT,2.1,83.5,0,0
KHMN,02/04/2015 06:58 MDT,0.2,88.32,2.57,70
KHMN,02/04/2015 07:58 MDT,1.2,86.5,1.03,20
KHMN,02/04/2015 08:58 MDT,3.6,80.14,2.06,360
KHMN,02/04/2015 09:58 MDT,9.8,65.3,2.06,250
KHMN,02/04/2015 10:58 MDT,15.2,40.33,4.63,360
KHMN,02/04/2015 11:58 MDT,16.6,33.83,5.14,10
KHMN,02/04/2015 12:58 MDT,17.8,28.95,5.66,340
KHMN,02/04/2015 13:58 MDT,19,27.05,7.72,330
KHMN,02/04/2015 14:58 MDT,19.6,26.45,8.23,340
KHMN,02/04/2015 15:57 MDT,20,24.34,6.17,10
KHMN,02/04/2015 15:58 MDT,20.1,23.66,7.2,10
KHMN,02/04/2015 16:09 MDT,20,24.34,7.2,320
KHMN,02/04/2015 16:58 MDT,20.3,22.86,5.14,330
KHMN,02/04/2015 17:58 MDT,19,31.04,3.6,320
KHMN,02/04/2015 18:58 MDT,14.6,47.97,2.57,300
KHMN,02/04/2015 19:58 MDT,13.3,45.6,0,0
KHMN,02/04/2015 20:58 MDT,11.5,51.69,0,0
KHMN,02/04/2015 21:58 MDT,9.8,57.46,2.06,10
KHMN,02/04/2015 22:58 MDT,8.2,60.88,2.06,150
KHMN,02/04/2015 23:58 MDT,5.9,69.74,0,0
KHMN,02/05/2015 00:58 MDT,6.8,65.55,0,0
KHMN,02/05/2015 01:58 MDT,4.9,73.16,2.06,220
KHMN,02/05/2015 02:58 MDT,4.8,73.14,4.12,140
KHMN,02/05/2015 03:58 MDT,3.2,73.37,3.6,170
KHMN,02/05/2015 04:58 MDT,1.9,77,4.63,330
KHMN,02/05/2015 05:58 MDT,0.8,80.31,3.6,180
KHMN,02/05/2015 06:58 MDT,0.7,79.11,2.06,110
KHMN,02/05/2015 07:58 MDT,0.3,78.47,1.54,110
KHMN,02/05/2015 09:58 MDT,4.5,65.98,1.54,260
KHMN,02/05/2015 10:58 MDT,7.2,57.19,2.57,230
KHMN,02/05/2015 11:58 MDT,9.6,51.52,0.51,240
KHMN,02/05/2015 12:58 MDT,11.1,48.34,0,0
KHMN,02/05/2015 13:58 MDT,12.5,44.72,1.54,300
KHMN,02/05/2015 14:58 MDT,14,38.83,2.57,270
KHMN,02/05/2015 15:58 MDT,15.1,35.65,0.51,200
KHMN,02/05/2015 16:58 MDT,16,33.9,1.03,150
KHMN,02/05/2015 17:58 MDT,16.2,32.98,0,0
KHMN,02/05/2015 18:58 MDT,14.1,40.87,2.06,210
KHMN,02/05/2015 19:58 MDT,11.5,49.51,2.06,350
KHMN,02/05/2015 20:58 MDT,7.4,64.28,3.6,50
KHMN,02/05/2015 21:58 MDT,6.2,67.82,2.06,60
KHMN,02/05/2015 22:58 MDT,4.5,74.15,3.6,70
KHMN,02/05/2015 23:58 MDT,4.3,73.04,0,0
KHMN,02/06/2015 00:58 MDT,3.3,75.02,2.06,70
KHMN,02/06/2015 01:58 MDT,2.6,72.18,0,0
KHMN,02/06/2015 02:58 MDT,0.8,78.55,1.54,310
KHMN,02/06/2015 03:58 MDT,1.4,75.23,0,0
KHMN,02/06/2015 04:58 MDT,0.2,83.26,0,0
KHMN,02/06/2015 05:58 MDT,-0.4,81.95,0,0
KHMN,02/06/2015 06:58 MDT,0.5,80.27,2.06,130
KHMN,02/06/2015 07:58 MDT,0.2,80.22,0,0
KHMN,02/06/2015 08:58 MDT,1,83.97,0,0
KHMN,02/06/2015 09:58 MDT,5.5,69.66,0,0
KHMN,02/06/2015 10:58 MDT,9.7,56.22,1.54,200
KHMN,02/06/2015 11:58 MDT,13.1,43.31,0.51,190
KHMN,02/06/2015 12:58 MDT,16.5,32.13,0,0
KHMN,02/06/2015 13:58 MDT,17.9,29.84,1.03,160
KHMN,02/06/2015 14:58 MDT,19.2,23.58,0,0
KHMN,02/06/2015 15:58 MDT,20.1,19.21,0,0
KHMN,02/06/2015 16:58 MDT,20.6,16.5,2.06,150
KHMN,02/06/2015 17:58 MDT,20.2,16.92,2.06,150
KHMN,02/06/2015 18:58 MDT,18.1,24.71,1.54,140
KHMN,02/06/2015 19:58 MDT,14.5,34.19,1.54,130
KHMN,02/06/2015 20:58 MDT,9.5,48.22,4.63,80
KHMN,02/06/2015 21:58 MDT,8.7,46.94,2.57,80
KHMN,02/06/2015 22:58 MDT,8.1,48.89,2.57,190
KHMN,02/06/2015 23:58 MDT,7.3,55.16,0,0
KHMN,02/07/2015 00:58 MDT,5.1,62.81,0,0
KHMN,02/07/2015 01:58 MDT,3.9,67.81,2.57,20
KHMN,02/07/2015 02:58 MDT,2.8,70.64,0.51,350
KHMN,02/07/2015 03:58 MDT,2.8,69.6,3.6,10
KHMN,02/07/2015 04:58 MDT,3.9,63.45,1.03,10
KHMN,02/07/2015 05:58 MDT,2.4,71.08,1.54,60
KHMN,02/07/2015 06:58 MDT,2,73.14,2.57,90
KHMN,02/07/2015 07:58 MDT,1.3,74.1,0,0
KHMN,02/07/2015 08:58 MDT,3.5,70.26,1.03,30
KHMN,02/07/2015 09:58 MDT,9.7,52.68,0,0
KHMN,02/07/2015 10:58 MDT,,,,
KHMN,02/07/2015 11:58 MDT,,,,
KHMN,02/07/2015 12:58 MDT,,,,
KHMN,02/07/2015 13:58 MDT,,,,
KHMN,02/07/2015 14:58 MDT,,,,
KHMN,02/07/2015 15:58 MDT,,,,
KHMN,02/07/2015 16:58 MDT,,,,
KHMN,02/07/2015 17:58 MDT,,,,
KHMN,02/07/2015 18:58 MDT,,,,
KHMN,02/07/2015 19:58 MDT,,,,
KHMN,02/07/2015 20:58 MDT,,,,
KHMN,02/07/2015 21:58 MDT,,,,
KHMN,02/07/2015 22:58 MDT,,,,
KHMN,02/07/2015 23:58 MDT,,,,
KHMN,02/08/2015 00:58 MDT,,,,
KHMN,02/08/2015 01:58 MDT,,,,
KHMN,02/08/2015 02:58 MDT,,,,
KHMN,02/08/2015 03:58 MDT,,,,
KHMN,02/08/2015 04:58 MDT,,,,
KHMN,02/08/2015 05:58 MDT,,,,
KHMN,02/08/2015 06:58 MDT,,,,
KHMN,02/08/2015 07:58 MDT,,,,
KHMN,02/08/2015 08:58 MDT,,,,
KHMN,02/08/2015 09:58 MDT,,,,
KHMN,02/08/2015 10:58 MDT,,,,
KHMN,02/08/2015 11:58 MDT,,,,
KHMN,02/08/2015 12:58 MDT,,,,
KHMN,02/08/2015 13:58 MDT,,,,
KHMN,02/08/2015 14:58 MDT,,,,
KHMN,02/08/2015 15:58 MDT,,,,
KHMN,02/08/2015 16:58 MDT,,,,
KHMN,02/08/2015 17:58 MDT,,,,
KHMN,02/08/2015 18:58 MDT,,,,
KHMN,02/08/2015 19:58 MDT,,,,
KHMN,02/08/2015 20:58 MDT,11.7,49.21,3.09,30
KHMN,02/08/2015 21:58 MDT,10.1,51.66,2.57,20
KHMN,02/08/2015 22:58 MDT,8.8,56.79,3.6,50
KHMN,02/08/2015 23:58 MDT,9.2,53.31,1.54,100
KHMN,02/09/2015 00:58 MDT,8.7,55.54,2.06,110
