"TOA5","Tower2","CR1000","67785","CR1000.Std.27.04","CPU:106330-4(No 212).CR1","60482","SixHr"
"TIMESTAMP","RECORD","MaxAT","MinAT","TotPrec"
"TS","RN","Deg_C","Deg_C",""
"","","Max","Min","Tot"
"2015-07-17 12:00:00",598,33.5,23.9,0
"2015-07-17 18:00:00",599,35.9,32.2,0
"2015-07-17 24:00:00",600,33.5,25.8,0
"2015-07-18 06:00:00",601,26.6,19.9,0
"2015-07-18 12:00:00",602,35.5,20.8,0
"2015-07-18 18:00:00",603,37.9,34.7,0
"2015-07-18 24:00:00",604,36,24.6,0
"2015-07-19 06:00:00",605,27.9,23.1,0
"2015-07-19 12:00:00",606,34.6,23.1,0
"2015-07-19 18:00:00",607,37.5,32.1,0
"2015-07-19 24:00:00",608,32.6,23,0
"2015-07-20 06:00:00",609,23,19,0
"2015-07-20 12:00:00",610,34.3,19.4,0
"2015-07-20 18:00:00",611,38,30.9,0
"2015-07-20 24:00:00",612,30.9,22.9,0
"2015-07-21 06:00:00",613,23,19.5,0
"2015-07-21 12:00:00",614,33.5,20.5,0
"2015-07-21 18:00:00",615,37.1,28.5,0
"2015-07-21 24:00:00",616,29.4,21.5,0
"2015-07-22 06:00:00",617,21.5,18.8,0
"2015-07-22 12:00:00",618,30.9,19.4,0
"2015-07-22 18:00:00",619,34.2,26.3,0
"2015-07-22 24:00:00",620,26.6,22.2,0
"2015-07-23 06:00:00",621,22.8,19.4,0
"2015-07-23 12:00:00",622,33.6,20.1,0
"2015-07-23 18:00:00",623,39,33.3,0
"2015-07-23 24:00:00",624,34.5,24.9,0
"2015-07-24 06:00:00",625,27.3,22.7,0
"2015-07-24 12:00:00",626,35.6,22.9,0
"2015-07-24 18:00:00",627,42.8,35.4,0
"2015-07-24 24:00:00",628,36.9,26.7,0
"2015-07-25 06:00:00",629,28.3,21.2,0
"2015-07-25 12:00:00",630,38.4,22.2,0
"2015-07-25 18:00:00",631,40.6,33.6,0
"2015-07-25 24:00:00",632,33.6,27.5,0
"2015-07-26 06:00:00",633,28.5,22.1,0
"2015-07-26 12:00:00",634,34.8,22.1,0
"2015-07-26 18:00:00",635,36.4,32.9,0
"2015-07-26 24:00:00",636,35.2,24.1,0
"2015-07-27 06:00:00",637,25.8,20.9,0
"2015-07-27 12:00:00",638,35.2,21.2,0
"2015-07-27 18:00:00",639,37.7,34.9,0
"2015-07-27 24:00:00",640,35.3,27.2,0
"2015-07-28 06:00:00",641,27.2,24.1,0
"2015-07-28 12:00:00",642,36.8,24.7,0
"2015-07-28 18:00:00",643,40.6,29.3,0
"2015-07-28 24:00:00",644,29.8,22.7,0
"2015-07-29 06:00:00",645,23.4,20.7,0
"2015-07-29 12:00:00",646,31.7,20.9,0
"2015-07-29 18:00:00",647,34.7,22.6,0
"2015-07-29 24:00:00",648,24.4,21.8,0
"2015-07-30 06:00:00",649,22.2,19.5,0.025
"2015-07-30 12:00:00",650,24.5,19.8,0.025
"2015-07-30 18:00:00",651,35.4,24.5,0
"2015-07-30 24:00:00",652,30.3,24.6,0.025
"2015-07-31 06:00:00",653,26.1,21.9,0
"2015-07-31 12:00:00",654,31.7,21.8,0.025
"2015-07-31 18:00:00",655,37.2,28.7,0
"2015-07-31 24:00:00",656,29.5,24.7,0
"2015-08-01 06:00:00",657,25.4,21.9,0
"2015-08-01 12:00:00",658,33.1,21.9,0
"2015-08-01 18:00:00",659,35.3,32.1,0
"2015-08-01 24:00:00",660,35.5,24.7,0
"2015-08-02 06:00:00",661,25.4,21.2,0
"2015-08-02 12:00:00",662,32.7,20.2,0
"2015-08-02 18:00:00",663,38.4,29.1,0
"2015-08-02 24:00:00",664,29.1,21.6,0
"2015-08-03 06:00:00",665,22.1,20.6,0
