"TOA5","Tower1","CR1000","67668","CR1000.Std.27.04","CPU:106330-1.CR1","28471","SixHr"
"TIMESTAMP","RECORD","MaxAT","MinAT","TotPrec"
"TS","RN","Deg_C","Deg_C",""
"","","Max","Min","Tot"
"2015-08-03 12:00:00",750,33.2,22.2,0
"2015-08-03 18:00:00",751,38.4,32.2,0
"2015-08-03 24:00:00",752,34.3,24.4,0
"2015-08-04 06:00:00",753,24.5,20.1,0
"2015-08-04 12:00:00",754,33.5,20.4,0
"2015-08-04 18:00:00",755,37.8,33.5,0
"2015-08-04 24:00:00",756,35.8,25.3,0
"2015-08-05 06:00:00",757,25.4,20.9,0
"2015-08-05 12:00:00",758,38.2,21.4,0
"2015-08-05 18:00:00",759,41,37.1,0
"2015-08-05 24:00:00",760,38.3,26.2,0
"2015-08-06 06:00:00",761,26.9,19.8,0
"2015-08-06 12:00:00",762,37.2,19.9,0
"2015-08-06 18:00:00",763,41.8,34.4,0
"2015-08-06 24:00:00",764,34.5,25.7,0
"2015-08-07 06:00:00",765,30,21.4,0
"2015-08-07 12:00:00",766,38.6,22.4,0
"2015-08-07 18:00:00",767,41.1,36.2,0
"2015-08-07 24:00:00",768,36.2,28.5,0
"2015-08-08 06:00:00",769,28.8,23.9,0
"2015-08-08 12:00:00",770,32.8,24.4,0
"2015-08-08 18:00:00",771,36.7,32,0
"2015-08-08 24:00:00",772,33,24.2,0
"2015-08-09 06:00:00",773,24.6,21.4,0
"2015-08-09 12:00:00",774,33.5,21.5,0
"2015-08-09 18:00:00",775,37.9,33.2,0
"2015-08-09 24:00:00",776,33.6,26.2,0
"2015-08-10 06:00:00",777,28.4,23.6,0
"2015-08-10 12:00:00",778,33.2,23.9,0
"2015-08-10 18:00:00",779,37.9,29.5,0
"2015-08-10 24:00:00",780,31.5,23,0
"2015-08-11 06:00:00",781,23,20.1,0
"2015-08-11 12:00:00",782,34,20.5,0
"2015-08-11 18:00:00",783,36.1,33.2,0
"2015-08-11 24:00:00",784,33.3,24.7,0
"2015-08-12 06:00:00",785,25.7,21.1,0
"2015-08-12 12:00:00",786,34,20.6,0
"2015-08-12 18:00:00",787,36.9,33.7,0
"2015-08-12 24:00:00",788,34.9,25.2,0
"2015-08-13 06:00:00",789,25.7,21.8,0
"2015-08-13 12:00:00",790,36,21.8,0
"2015-08-13 18:00:00",791,39.3,35,0
"2015-08-13 24:00:00",792,36.5,25.3,0
"2015-08-14 06:00:00",793,26.5,21.7,0
"2015-08-14 12:00:00",794,38.9,21.5,0
"2015-08-14 18:00:00",795,41.5,36.4,0
"2015-08-14 24:00:00",796,36.5,29.2,0
"2015-08-15 06:00:00",797,29.5,21.8,0
